spec	Fold_0
nist_1265243	train
nist_1265514	train
nist_1265525	train
nist_1265527	train
nist_1265733	train
nist_1266262	train
nist_1266275	train
nist_1266280	train
nist_1266390	train
nist_1266404	train
nist_1266409	train
nist_1266422	train
nist_1266694	train
nist_1266711	train
nist_1266877	train
nist_1266892	train
nist_1266897	train
nist_1266898	train
nist_1267009	train
nist_1267028	train
nist_1267046	train
nist_1267053	train
nist_1267104	train
nist_1267460	train
nist_1267477	train
nist_1267482	train
nist_1267494	train
nist_1267520	train
nist_1267623	train
nist_1267632	train
nist_1267638	train
nist_1268165	train
nist_1268178	train
nist_1268181	train
nist_1268184	train
nist_1268234	train
nist_1268246	train
nist_1268251	train
nist_1268257	train
nist_1268598	train
nist_1268614	train
nist_1268824	train
nist_1268837	train
nist_1268847	train
nist_1268856	train
nist_1268903	train
nist_1268911	train
nist_1268925	train
nist_1268927	train
nist_1269920	train
nist_1269933	train
nist_1269942	train
nist_1269944	train
nist_1269965	train
nist_1269980	train
nist_1269988	train
nist_1269992	train
nist_1270584	train
nist_1271458	train
nist_1271470	train
nist_1271478	train
nist_1271485	train
nist_1271639	train
nist_1271652	train
nist_1271655	train
nist_1271663	train
nist_1271725	train
nist_1271743	train
nist_1271749	train
nist_1271771	train
nist_1272142	train
nist_1272157	train
nist_1272165	train
nist_1272397	train
nist_1272404	train
nist_1272411	train
nist_1272418	train
nist_1272555	train
nist_1272568	train
nist_1272576	train
nist_1272587	train
nist_1274159	train
nist_1274175	train
nist_1274181	train
nist_1275087	train
nist_1275096	train
nist_1275105	train
nist_1275120	train
nist_1275124	train
nist_1275129	train
nist_1275339	train
nist_1275690	train
nist_1275692	train
nist_1275698	train
nist_1275815	train
nist_1275818	train
nist_1275824	train
nist_1275825	train
nist_1275848	train
nist_1275849	train
nist_1275858	train
nist_1275862	train
nist_1275864	train
nist_1275876	train
nist_1275882	train
nist_1275890	train
nist_1276743	train
nist_1276744	train
nist_1276746	train
nist_1276749	train
nist_1276750	train
nist_1276752	train
nist_1276811	train
nist_1276813	train
nist_1276852	train
nist_1276857	train
nist_1276862	train
nist_1276891	train
nist_1276893	train
nist_1276895	train
nist_1276940	train
nist_1277035	train
nist_1277045	train
nist_1277047	train
nist_1277052	train
nist_1277502	train
nist_1277516	train
nist_1277518	train
nist_1278096	train
nist_1278108	train
nist_1278116	train
nist_1278130	train
nist_1279124	train
nist_1279134	train
nist_1279140	train
nist_1279150	train
nist_1279906	train
nist_1279919	train
nist_1280147	train
nist_1280161	train
nist_1280173	train
nist_1280181	train
nist_1284628	train
nist_1284642	train
nist_1284711	train
nist_1285402	train
nist_1285416	train
nist_1285423	train
nist_1285432	train
nist_1285447	train
nist_1285461	train
nist_1285466	train
nist_1285478	train
nist_1286565	train
nist_1286577	train
nist_1286610	train
nist_1286619	train
nist_1287092	train
nist_1287704	train
nist_1287717	train
nist_1287723	train
nist_1287791	train
nist_1287800	train
nist_1287841	train
nist_1287852	train
nist_1288131	train
nist_1288137	train
nist_1288567	train
nist_1288572	train
nist_1288578	train
nist_1288588	train
nist_1288712	train
nist_1288724	train
nist_1289549	train
nist_1289561	train
nist_1289589	train
nist_1291067	train
nist_1291081	train
nist_1291122	train
nist_1291126	train
nist_1291400	train
nist_1291405	train
nist_1291416	train
nist_1292306	train
nist_1292312	train
nist_1292314	train
nist_1292325	train
nist_1292451	train
nist_1292464	train
nist_1292472	train
nist_1292486	train
nist_1292518	train
nist_1292529	train
nist_1292534	train
nist_1292542	train
nist_1293372	train
nist_1293384	train
nist_1293390	train
nist_1293402	train
nist_1293594	train
nist_1293604	train
nist_1293631	train
nist_1293695	train
nist_1293706	train
nist_1293711	train
nist_1294387	train
nist_1294398	train
nist_1294405	train
nist_1294412	train
nist_1295683	train
nist_1295695	train
nist_1296194	train
nist_1296205	train
nist_1296211	train
nist_1296223	train
nist_1297897	train
nist_1297909	train
nist_1297957	train
nist_1298531	train
nist_1298545	train
nist_1298688	train
nist_1298700	train
nist_1298722	train
nist_1298726	train
nist_1299503	train
nist_1299512	train
nist_1299524	train
nist_1299532	train
nist_1299869	train
nist_1299881	train
nist_1299900	train
nist_1299907	train
nist_1300005	train
nist_1300017	train
nist_1300033	train
nist_1300041	train
nist_1300278	train
nist_1300290	train
nist_1301064	train
nist_1301070	train
nist_1301147	train
nist_1301161	train
nist_1301296	train
nist_1301309	train
nist_1302058	train
nist_1302070	train
nist_1302234	train
nist_1302247	train
nist_1302266	train
nist_1302271	train
nist_1302276	train
nist_1302289	train
nist_1302305	train
nist_1302791	train
nist_1302802	train
nist_1302823	train
nist_1302829	train
nist_1302907	train
nist_1302921	train
nist_1302927	train
nist_1302936	train
nist_1303711	train
nist_1303724	train
nist_1304401	train
nist_1304416	train
nist_1304462	train
nist_1304473	train
nist_1304531	train
nist_1304546	train
nist_1305125	train
nist_1305140	train
nist_1305148	train
nist_1305161	train
nist_1305633	train
nist_1305647	train
nist_1305971	train
nist_1305984	train
nist_1305991	train
nist_1306009	train
nist_1306022	train
nist_1306029	train
nist_1306039	train
nist_1306449	train
nist_1306451	train
nist_1306453	train
nist_1306463	train
nist_1306617	train
nist_1306637	train
nist_1307566	train
nist_1307576	train
nist_1308011	train
nist_1308020	train
nist_1308196	train
nist_1308212	train
nist_1308218	train
nist_1308227	train
nist_1308491	train
nist_1308502	train
nist_1308614	train
nist_1308624	train
nist_1308742	train
nist_1308756	train
nist_1308760	train
nist_1309155	train
nist_1309169	train
nist_1309191	train
nist_1309303	train
nist_1309312	train
nist_1309380	train
nist_1309390	train
nist_1309453	train
nist_1309458	train
nist_1309720	train
nist_1309730	train
nist_1309732	train
nist_1309740	train
nist_1309996	train
nist_1310005	train
nist_1310015	train
nist_1310019	train
nist_1310240	train
nist_1310256	train
nist_1310546	train
nist_1310559	train
nist_1310568	train
nist_1310582	train
nist_1311391	train
nist_1311404	train
nist_1311412	train
nist_1311415	train
nist_1311428	train
nist_1311465	train
nist_1311472	train
nist_1312243	train
nist_1312256	train
nist_1312287	train
nist_1312296	train
nist_1312298	train
nist_1312307	train
nist_1312325	train
nist_1312331	train
nist_1312333	train
nist_1312341	train
nist_1312347	train
nist_1312353	train
nist_1312846	train
nist_1312857	train
nist_1312888	train
nist_1312893	train
nist_1312977	train
nist_1312986	train
nist_1312991	train
nist_1312997	train
nist_1313039	train
nist_1313049	train
nist_1313214	train
nist_1313228	train
nist_1313260	train
nist_1313272	train
nist_1313727	train
nist_1313737	train
nist_1313741	train
nist_1313750	train
nist_1314000	train
nist_1314006	train
nist_1314854	train
nist_1314868	train
nist_1314891	train
nist_1314893	train
nist_1315089	train
nist_1315101	train
nist_1315361	train
nist_1315375	train
nist_1315391	train
nist_1315815	train
nist_1315826	train
nist_1315831	train
nist_1315842	train
nist_1316978	train
nist_1316988	train
nist_1316997	train
nist_1317005	train
nist_1317314	train
nist_1317325	train
nist_1317622	train
nist_1317636	train
nist_1318842	train
nist_1318852	train
nist_1319099	train
nist_1319113	train
nist_1319130	train
nist_1319143	train
nist_1319383	train
nist_1319384	train
nist_1319386	train
nist_1319395	train
nist_1320328	train
nist_1320340	train
nist_1320349	train
nist_1320361	train
nist_1320711	train
nist_1320724	train
nist_1320730	train
nist_1320742	train
nist_1320807	train
nist_1320820	train
nist_1320826	train
nist_1321887	train
nist_1321900	train
nist_1321928	train
nist_1321950	train
nist_1321956	train
nist_1321961	train
nist_1321966	train
nist_1322024	train
nist_1322037	train
nist_1322040	train
nist_1322052	train
nist_1322069	train
nist_1322085	train
nist_1322289	train
nist_1322297	train
nist_1322307	train
nist_1322311	train
nist_1322324	train
nist_1322662	train
nist_1322674	train
nist_1322692	train
nist_1322999	train
nist_1323012	train
nist_1323018	train
nist_1323416	train
nist_1323428	train
nist_1323511	train
nist_1323523	train
nist_1323543	train
nist_1323544	train
nist_1323582	train
nist_1323599	train
nist_1323604	train
nist_1323615	train
nist_1324063	train
nist_1324076	train
nist_1324424	train
nist_1324437	train
nist_1324489	train
nist_1324617	train
nist_1324628	train
nist_1324641	train
nist_1324653	train
nist_1324662	train
nist_1324673	train
nist_1325119	train
nist_1325129	train
nist_1325154	train
nist_1325303	train
nist_1325313	train
nist_1325345	train
nist_1325347	train
nist_1325519	train
nist_1325530	train
nist_1325726	train
nist_1325740	train
nist_1325748	train
nist_1325761	train
nist_1325826	train
nist_1325837	train
nist_1325848	train
nist_1325861	train
nist_1326030	train
nist_1326043	train
nist_1326048	train
nist_1326060	train
nist_1326495	train
nist_1326508	train
nist_1326516	train
nist_1327522	train
nist_1327570	train
nist_1327583	train
nist_1328516	train
nist_1328697	train
nist_1328710	train
nist_1328757	train
nist_1328769	train
nist_1328794	train
nist_1328796	train
nist_1328829	train
nist_1329712	train
nist_1329720	train
nist_1329748	train
nist_1329903	train
nist_1329912	train
nist_1330476	train
nist_1330486	train
nist_1333113	train
nist_1333126	train
nist_1333131	train
nist_1333137	train
nist_1333247	train
nist_1333256	train
nist_1333258	train
nist_1333268	train
nist_1336165	train
nist_1336177	train
nist_1336423	train
nist_1336432	train
nist_1337354	train
nist_1337358	train
nist_1337369	train
nist_1337371	train
nist_1337384	train
nist_1337425	train
nist_1337431	train
nist_1337963	train
nist_1337979	train
nist_1337985	train
nist_1338827	train
nist_1338841	train
nist_1338849	train
nist_1338852	train
nist_1338961	train
nist_1338976	train
nist_1338986	train
nist_1338988	train
nist_1342709	train
nist_1342725	train
nist_1347140	train
nist_1347147	train
nist_1347150	train
nist_1347966	train
nist_1349204	train
nist_1349219	train
nist_1349229	train
nist_1349233	train
nist_1349249	train
nist_1349254	train
nist_1349268	train
nist_1350088	train
nist_1350099	train
nist_1352733	train
nist_1354222	train
nist_1354224	train
nist_1354528	train
nist_1354543	train
nist_1354550	train
nist_1354600	train
nist_1354613	train
nist_1361405	train
nist_1361420	train
nist_1361425	train
nist_1361843	train
nist_1361857	train
nist_1362041	train
nist_1362054	train
nist_1362062	train
nist_1362078	train
nist_1362253	train
nist_1362269	train
nist_1362568	train
nist_1362579	train
nist_1362748	train
nist_1362751	train
nist_1362900	train
nist_1362907	train
nist_1362922	train
nist_1363072	train
nist_1363088	train
nist_1363112	train
nist_1363120	train
nist_1363987	train
nist_1364001	train
nist_1365319	train
nist_1365334	train
nist_1365767	train
nist_1365780	train
nist_1366671	train
nist_1366684	train
nist_1366908	train
nist_1366914	train
nist_1366983	train
nist_1366996	train
nist_1367002	train
nist_1367016	train
nist_1367028	train
nist_1367041	train
nist_1367472	train
nist_1367485	train
nist_1367537	train
nist_1367547	train
nist_1367595	train
nist_1367605	train
nist_1367834	train
nist_1367842	train
nist_1367849	train
nist_1367857	train
nist_1368002	train
nist_1368016	train
nist_1368370	train
nist_1368383	train
nist_1368389	train
nist_1368392	train
nist_1370786	train
nist_1370798	train
nist_1370807	train
nist_1370818	train
nist_1370865	train
nist_1370877	train
nist_1371534	train
nist_1371546	train
nist_1371548	train
nist_1371561	train
nist_1371563	train
nist_1371578	train
nist_1371683	train
nist_1372204	train
nist_1372217	train
nist_1372222	train
nist_1372233	train
nist_1372454	train
nist_1372469	train
nist_1372610	train
nist_1372623	train
nist_1372740	train
nist_1372754	train
nist_1373271	train
nist_1373284	train
nist_1373292	train
nist_1373726	train
nist_1373741	train
nist_1374052	train
nist_1374065	train
nist_1374073	train
nist_1374079	train
nist_1374718	train
nist_1374730	train
nist_1375186	train
nist_1375197	train
nist_1375235	train
nist_1375248	train
nist_1375704	train
nist_1375718	train
nist_1376928	train
nist_1376943	train
nist_1376947	train
nist_1376972	train
nist_1376979	train
nist_1376985	train
nist_1377388	train
nist_1377401	train
nist_1377961	train
nist_1377974	train
nist_1378203	train
nist_1378214	train
nist_1378222	train
nist_1378230	train
nist_1378255	train
nist_1378267	train
nist_1378319	train
nist_1378329	train
nist_1378885	train
nist_1379495	train
nist_1379503	train
nist_1379510	train
nist_1379519	train
nist_1379601	train
nist_1379610	train
nist_1379870	train
nist_1379884	train
nist_1379889	train
nist_1379900	train
nist_1379923	train
nist_1380059	train
nist_1380067	train
nist_1380073	train
nist_1380203	train
nist_1380215	train
nist_1380220	train
nist_1380231	train
nist_1381631	train
nist_1381645	train
nist_1381671	train
nist_1381682	train
nist_1383064	train
nist_1383078	train
nist_1383085	train
nist_1383106	train
nist_1383517	train
nist_1383527	train
nist_1383727	train
nist_1383744	train
nist_1385206	train
nist_1385219	train
nist_1385226	train
nist_1385239	train
nist_1385596	train
nist_1385608	train
nist_1385616	train
nist_1385631	train
nist_1386327	train
nist_1386342	train
nist_1386349	train
nist_1386352	train
nist_1386462	train
nist_1386478	train
nist_1386482	train
nist_1386492	train
nist_1386957	train
nist_1386967	train
nist_1386974	train
nist_1386981	train
nist_1389564	train
nist_1389569	train
nist_1389571	train
nist_1389578	train
nist_1390325	train
nist_1390341	train
nist_1390365	train
nist_1390373	train
nist_1390461	train
nist_1390475	train
nist_1390479	train
nist_1390488	train
nist_1390718	train
nist_1390732	train
nist_1391098	train
nist_1391110	train
nist_1391144	train
nist_1391153	train
nist_1391481	train
nist_1391495	train
nist_1391847	train
nist_1391859	train
nist_1391867	train
nist_1391878	train
nist_1392230	train
nist_1392245	train
nist_1392296	train
nist_1392310	train
nist_1392859	train
nist_1392872	train
nist_1392881	train
nist_1392888	train
nist_1393008	train
nist_1393023	train
nist_1393126	train
nist_1393135	train
nist_1393156	train
nist_1393959	train
nist_1393974	train
nist_1396128	train
nist_1396139	train
nist_1396144	train
nist_1396153	train
nist_1396617	train
nist_1396629	train
nist_1396637	train
nist_1397236	train
nist_1397244	train
nist_1397707	train
nist_1397716	train
nist_1398201	train
nist_1398219	train
nist_1398816	train
nist_1398827	train
nist_1398848	train
nist_1400173	train
nist_1400186	train
nist_1400291	train
nist_1400504	train
nist_1400517	train
nist_1400601	train
nist_1400617	train
nist_1400674	train
nist_1400687	train
nist_1401522	train
nist_1401530	train
nist_1401946	train
nist_1401957	train
nist_1402122	train
nist_1402135	train
nist_1403026	train
nist_1403042	train
nist_1403047	train
nist_1403062	train
nist_1403533	train
nist_1403542	train
nist_1403548	train
nist_1404514	train
nist_1404530	train
nist_1404548	train
nist_1404553	train
nist_1404565	train
nist_1404592	train
nist_1404607	train
nist_1404616	train
nist_1404643	train
nist_1404652	train
nist_1404743	train
nist_1404756	train
nist_1404789	train
nist_1404802	train
nist_1404888	train
nist_1404901	train
nist_1404908	train
nist_1404918	train
nist_1405087	train
nist_1405453	train
nist_1405464	train
nist_1405501	train
nist_1405514	train
nist_1406337	train
nist_1406347	train
nist_1406352	train
nist_1406355	train
nist_1406991	train
